Address: /EmotiBit/0/EDA, Values: (4.441012859344482, 4.441012859344482)
Address: /EmotiBit/0/EDA, Values: (4.572240829467773, 4.572240829467773)
Address: /EmotiBit/0/EDA, Values: (4.572240829467773, 4.572240829467773)
Address: /EmotiBit/0/EDA, Values: (4.572240829467773,)
Address: /EmotiBit/0/EDA, Values: (4.572240829467773, 4.566237926483154)
Address: /EmotiBit/0/EDA, Values: (4.566237926483154,)
Address: /EmotiBit/0/EDA, Values: (4.569252014160156, 4.563257217407227)
Address: /EmotiBit/0/EDA, Values: (4.563257217407227,)
Address: /EmotiBit/0/EDA, Values: (4.560251235961914, 4.560251235961914)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518,)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518, 4.557278156280518)
Address: /EmotiBit/0/EDA, Values: (4.560251235961914,)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518, 4.557278156280518)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518,)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518, 4.557278156280518)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518,)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518, 4.557278156280518)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518,)
Address: /EmotiBit/0/EDA, Values: (4.554308891296387, 4.554308891296387)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518,)
Address: /EmotiBit/0/EDA, Values: (4.551314830780029, 4.557278156280518)
Address: /EmotiBit/0/EDA, Values: (4.554308891296387,)
Address: /EmotiBit/0/EDA, Values: (4.554308891296387, 4.554308891296387)
Address: /EmotiBit/0/EDA, Values: (4.554308891296387,)
Address: /EmotiBit/0/EDA, Values: (4.548354148864746, 4.551314830780029)
Address: /EmotiBit/0/EDA, Values: (4.554308891296387, 4.542413234710693)
Address: /EmotiBit/0/EDA, Values: (4.5453667640686035,)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693, 4.542413234710693)
Address: /EmotiBit/0/EDA, Values: (4.536489009857178,)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693, 4.542413234710693)
Address: /EmotiBit/0/EDA, Values: (4.536489009857178,)
Address: /EmotiBit/0/EDA, Values: (4.539463996887207, 4.530579090118408)
Address: /EmotiBit/0/EDA, Values: (4.536489009857178,)
Address: /EmotiBit/0/EDA, Values: (4.533545970916748, 4.527645111083984)
Address: /EmotiBit/0/EDA, Values: (4.533545970916748,)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984, 4.527645111083984)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984,)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984, 4.527645111083984)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984,)
Address: /EmotiBit/0/EDA, Values: (4.52471399307251, 4.52471399307251)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984, 4.52471399307251, 4.515888214111328)
Address: /EmotiBit/0/EDA, Values: (4.515888214111328,)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758, 4.507123947143555)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
Address: /EmotiBit/0/EDA, Values: (4.504220008850098, 4.501290798187256)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172, 4.501290798187256)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172, 4.498394012451172)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172,)
Address: /EmotiBit/0/EDA, Values: (4.49550199508667, 4.498394012451172)
Address: /EmotiBit/0/EDA, Values: (4.49550199508667,)
Address: /EmotiBit/0/EDA, Values: (4.492584228515625, 4.492584228515625)
Address: /EmotiBit/0/EDA, Values: (4.486789226531982,)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.486789226531982)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068,)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.483911037445068, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068,)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.478137016296387)
Address: /EmotiBit/0/EDA, Values: (4.475271224975586,)
Address: /EmotiBit/0/EDA, Values: (4.478137016296387, 4.478137016296387)
Address: /EmotiBit/0/EDA, Values: (4.472379207611084,)
Address: /EmotiBit/0/EDA, Values: (4.472379207611084, 4.472379207611084)
Address: /EmotiBit/0/EDA, Values: (4.472379207611084,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.472379207611084)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.466663837432861)
Address: /EmotiBit/0/EDA, Values: (4.466663837432861,)
Address: /EmotiBit/0/EDA, Values: (4.466663837432861, 4.463782787322998)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.466663837432861,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.466663837432861)
Address: /EmotiBit/0/EDA, Values: (4.466663837432861,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.460935115814209)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.472379207611084,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.478137016296387)
Address: /EmotiBit/0/EDA, Values: (4.475271224975586,)
Address: /EmotiBit/0/EDA, Values: (4.475271224975586, 4.472379207611084)
Address: /EmotiBit/0/EDA, Values: (4.472379207611084,)
Address: /EmotiBit/0/EDA, Values: (4.475271224975586, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.475271224975586, 4.475271224975586)
Address: /EmotiBit/0/EDA, Values: (4.478137016296387, 4.475271224975586)
Address: /EmotiBit/0/EDA, Values: (4.472379207611084,)
Address: /EmotiBit/0/EDA, Values: (4.472379207611084, 4.472379207611084)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.475271224975586, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.466663837432861)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.475271224975586)
Address: /EmotiBit/0/EDA, Values: (4.472379207611084,)
Address: /EmotiBit/0/EDA, Values: (4.472379207611084, 4.475271224975586)
Address: /EmotiBit/0/EDA, Values: (4.475271224975586,)
Address: /EmotiBit/0/EDA, Values: (4.472379207611084, 4.472379207611084)
Address: /EmotiBit/0/EDA, Values: (4.481037139892578,)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068,)
Address: /EmotiBit/0/EDA, Values: (4.489698886871338, 4.492584228515625)
Address: /EmotiBit/0/EDA, Values: (4.489698886871338,)
Address: /EmotiBit/0/EDA, Values: (4.489698886871338, 4.49550199508667)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172,)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172, 4.507123947143555)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758, 4.515888214111328)
Address: /EmotiBit/0/EDA, Values: (4.52471399307251,)
Address: /EmotiBit/0/EDA, Values: (4.530579090118408, 4.530579090118408)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693, 4.542413234710693)
Address: /EmotiBit/0/EDA, Values: (4.5453667640686035, 4.548354148864746)
Address: /EmotiBit/0/EDA, Values: (4.551314830780029,)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518, 4.557278156280518)
Address: /EmotiBit/0/EDA, Values: (4.563257217407227,)
Address: /EmotiBit/0/EDA, Values: (4.569252014160156, 4.575232982635498)
Address: /EmotiBit/0/EDA, Values: (4.572240829467773,)
Address: /EmotiBit/0/EDA, Values: (4.587302207946777, 4.584292888641357)
Address: /EmotiBit/0/EDA, Values: (4.587302207946777, 4.587302207946777)
Address: /EmotiBit/0/EDA, Values: (4.587302207946777,)
Address: /EmotiBit/0/EDA, Values: (4.587302207946777, 4.59335994720459)
Address: /EmotiBit/0/EDA, Values: (4.587302207946777,)
Address: /EmotiBit/0/EDA, Values: (4.599433898925781, 4.6024627685546875)
Address: /EmotiBit/0/EDA, Values: (4.6024627685546875,)
Address: /EmotiBit/0/EDA, Values: (4.6024627685546875, 4.6024627685546875)
Address: /EmotiBit/0/EDA, Values: (4.599433898925781, 4.6024627685546875)
Address: /EmotiBit/0/EDA, Values: (4.599433898925781,)
Address: /EmotiBit/0/EDA, Values: (4.59335994720459, 4.6024627685546875)
Address: /EmotiBit/0/EDA, Values: (4.590313911437988,)
Address: /EmotiBit/0/EDA, Values: (4.590313911437988, 4.59335994720459)
Address: /EmotiBit/0/EDA, Values: (4.587302207946777,)
Address: /EmotiBit/0/EDA, Values: (4.587302207946777, 4.587302207946777)
Address: /EmotiBit/0/EDA, Values: (4.587302207946777,)
Address: /EmotiBit/0/EDA, Values: (4.587302207946777, 4.587302207946777)
Address: /EmotiBit/0/EDA, Values: (4.587302207946777,)
Address: /EmotiBit/0/EDA, Values: (4.587302207946777, 4.587302207946777)
Address: /EmotiBit/0/EDA, Values: (4.587302207946777, 4.578258991241455, 4.587302207946777, 4.587302207946777, 4.587302207946777)
Address: /EmotiBit/0/EDA, Values: (4.587302207946777, 4.575232982635498, 4.587302207946777)
Address: /EmotiBit/0/EDA, Values: (4.5812602043151855, 4.575232982635498, 4.572240829467773, 4.572240829467773)
Address: /EmotiBit/0/EDA, Values: (4.575232982635498,)
Address: /EmotiBit/0/EDA, Values: (4.575232982635498, 4.578258991241455)
Address: /EmotiBit/0/EDA, Values: (4.572240829467773,)
Address: /EmotiBit/0/EDA, Values: (4.572240829467773, 4.575232982635498)
Address: /EmotiBit/0/EDA, Values: (4.572240829467773, 4.572240829467773)
Address: /EmotiBit/0/EDA, Values: (4.572240829467773,)
Address: /EmotiBit/0/EDA, Values: (4.572240829467773, 4.572240829467773)
Address: /EmotiBit/0/EDA, Values: (4.572240829467773,)
Address: /EmotiBit/0/EDA, Values: (4.572240829467773, 4.572240829467773)
Address: /EmotiBit/0/EDA, Values: (4.569252014160156,)
Address: /EmotiBit/0/EDA, Values: (4.563257217407227, 4.563257217407227)
Address: /EmotiBit/0/EDA, Values: (4.560251235961914,)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518, 4.557278156280518)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518,)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518, 4.557278156280518)
Address: /EmotiBit/0/EDA, Values: (4.554308891296387, 4.557278156280518, 4.542413234710693)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693,)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693, 4.542413234710693)
Address: /EmotiBit/0/EDA, Values: (4.5453667640686035,)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693, 4.539463996887207)
Address: /EmotiBit/0/EDA, Values: (4.539463996887207,)
Address: /EmotiBit/0/EDA, Values: (4.530579090118408, 4.536489009857178)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693,)
Address: /EmotiBit/0/EDA, Values: (4.533545970916748, 4.527645111083984)
Address: /EmotiBit/0/EDA, Values: (4.530579090118408,)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984, 4.527645111083984)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984, 4.527645111083984)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984,)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984, 4.521759033203125)
Address: /EmotiBit/0/EDA, Values: (4.521759033203125,)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758, 4.51883602142334)
Address: /EmotiBit/0/EDA, Values: (4.515888214111328,)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758, 4.510059833526611)
Address: /EmotiBit/0/EDA, Values: (4.510059833526611,)
Address: /EmotiBit/0/EDA, Values: (4.504220008850098, 4.498394012451172)
Address: /EmotiBit/0/EDA, Values: (4.501290798187256,)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172, 4.498394012451172)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172,)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172, 4.49550199508667)
Address: /EmotiBit/0/EDA, Values: (4.49550199508667,)
Address: /EmotiBit/0/EDA, Values: (4.486789226531982, 4.489698886871338)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068,)
Address: /EmotiBit/0/EDA, Values: (4.486789226531982, 4.486789226531982)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.486789226531982)
Address: /EmotiBit/0/EDA, Values: (4.489698886871338,)
Address: /EmotiBit/0/EDA, Values: (4.492584228515625, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068,)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068,)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068,)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.481037139892578,)
Address: /EmotiBit/0/EDA, Values: (4.478137016296387, 4.472379207611084)
Address: /EmotiBit/0/EDA, Values: (4.475271224975586,)
Address: /EmotiBit/0/EDA, Values: (4.475271224975586, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.472379207611084,)
Address: /EmotiBit/0/EDA, Values: (4.472379207611084, 4.472379207611084)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498, 4.466663837432861)
Address: /EmotiBit/0/EDA, Values: (4.460935115814209,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.466663837432861)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.466663837432861)
Address: /EmotiBit/0/EDA, Values: (4.463782787322998,)
Address: /EmotiBit/0/EDA, Values: (4.455221176147461, 4.458062171936035)
Address: /EmotiBit/0/EDA, Values: (4.458062171936035,)
Address: /EmotiBit/0/EDA, Values: (4.455221176147461, 4.455221176147461)
Address: /EmotiBit/0/EDA, Values: (4.455221176147461,)
Address: /EmotiBit/0/EDA, Values: (4.452383995056152, 4.455221176147461)
Address: /EmotiBit/0/EDA, Values: (4.455221176147461, 4.455221176147461)
Address: /EmotiBit/0/EDA, Values: (4.455221176147461,)
Address: /EmotiBit/0/EDA, Values: (4.455221176147461, 4.455221176147461)
Address: /EmotiBit/0/EDA, Values: (4.455221176147461,)
Address: /EmotiBit/0/EDA, Values: (4.455221176147461, 4.455221176147461)
Address: /EmotiBit/0/EDA, Values: (4.455221176147461,)
Address: /EmotiBit/0/EDA, Values: (4.455221176147461, 4.455221176147461)
Address: /EmotiBit/0/EDA, Values: (4.455221176147461,)
Address: /EmotiBit/0/EDA, Values: (4.455221176147461, 4.452383995056152)
Address: /EmotiBit/0/EDA, Values: (4.455221176147461,)
Address: /EmotiBit/0/EDA, Values: (4.455221176147461, 4.455221176147461)
Address: /EmotiBit/0/EDA, Values: (4.452383995056152,)
Address: /EmotiBit/0/EDA, Values: (4.455221176147461, 4.452383995056152)
Address: /EmotiBit/0/EDA, Values: (4.455221176147461,)
Address: /EmotiBit/0/EDA, Values: (4.452383995056152, 4.446691036224365)
Address: /EmotiBit/0/EDA, Values: (4.452383995056152,)
Address: /EmotiBit/0/EDA, Values: (4.446691036224365, 4.446691036224365)
Address: /EmotiBit/0/EDA, Values: (4.449521064758301,)
Address: /EmotiBit/0/EDA, Values: (4.452383995056152, 4.446691036224365)
Address: /EmotiBit/0/EDA, Values: (4.446691036224365,)
Address: /EmotiBit/0/EDA, Values: (4.4438371658325195, 4.4438371658325195)
Address: /EmotiBit/0/EDA, Values: (4.446691036224365,)
Address: /EmotiBit/0/EDA, Values: (4.4438371658325195, 4.446691036224365)
Address: /EmotiBit/0/EDA, Values: (4.441012859344482, 4.441012859344482)
Address: /EmotiBit/0/EDA, Values: (4.441012859344482,)
Address: /EmotiBit/0/EDA, Values: (4.4438371658325195, 4.4438371658325195)
Address: /EmotiBit/0/EDA, Values: (4.446691036224365,)
Address: /EmotiBit/0/EDA, Values: (4.441012859344482, 4.4438371658325195)
Address: /EmotiBit/0/EDA, Values: (4.4438371658325195,)
Address: /EmotiBit/0/EDA, Values: (4.441012859344482, 4.4438371658325195)
Address: /EmotiBit/0/EDA, Values: (4.446691036224365,)
Address: /EmotiBit/0/EDA, Values: (4.4438371658325195, 4.455221176147461)
Address: /EmotiBit/0/EDA, Values: (4.449521064758301,)
Address: /EmotiBit/0/EDA, Values: (4.455221176147461, 4.449521064758301)
Address: /EmotiBit/0/EDA, Values: (4.449521064758301,)
Address: /EmotiBit/0/EDA, Values: (4.455221176147461, 4.455221176147461)
Address: /EmotiBit/0/EDA, Values: (4.455221176147461,)
Address: /EmotiBit/0/EDA, Values: (4.455221176147461, 4.455221176147461)
Address: /EmotiBit/0/EDA, Values: (4.455221176147461,)
Address: /EmotiBit/0/EDA, Values: (4.455221176147461, 4.455221176147461, 4.460935115814209)
Address: /EmotiBit/0/EDA, Values: (4.466663837432861,)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.472379207611084, 4.481037139892578)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068,)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.492584228515625,)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172, 4.498394012451172)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172,)
Address: /EmotiBit/0/EDA, Values: (4.504220008850098, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.510059833526611, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.52471399307251,)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984, 4.527645111083984)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984,)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984, 4.527645111083984)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984,)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984, 4.533545970916748)
Address: /EmotiBit/0/EDA, Values: (4.539463996887207,)
Address: /EmotiBit/0/EDA, Values: (4.536489009857178, 4.542413234710693)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693,)
Address: /EmotiBit/0/EDA, Values: (4.539463996887207, 4.542413234710693)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693,)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693, 4.542413234710693)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693,)
Address: /EmotiBit/0/EDA, Values: (4.539463996887207, 4.548354148864746)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693,)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693, 4.5453667640686035)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693, 4.542413234710693)
Address: /EmotiBit/0/EDA, Values: (4.557278156280518,)
Address: /EmotiBit/0/EDA, Values: (4.5453667640686035, 4.554308891296387)
Address: /EmotiBit/0/EDA, Values: (4.5453667640686035,)
Address: /EmotiBit/0/EDA, Values: (4.551314830780029, 4.5453667640686035)
Address: /EmotiBit/0/EDA, Values: (4.551314830780029,)
Address: /EmotiBit/0/EDA, Values: (4.551314830780029, 4.548354148864746)
Address: /EmotiBit/0/EDA, Values: (4.548354148864746,)
Address: /EmotiBit/0/EDA, Values: (4.548354148864746, 4.5453667640686035)
Address: /EmotiBit/0/EDA, Values: (4.5453667640686035,)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693, 4.551314830780029)
Address: /EmotiBit/0/EDA, Values: (4.5453667640686035,)
Address: /EmotiBit/0/EDA, Values: (4.5453667640686035, 4.5453667640686035)
Address: /EmotiBit/0/EDA, Values: (4.548354148864746,)
Address: /EmotiBit/0/EDA, Values: (4.5453667640686035, 4.542413234710693)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693,)
Address: /EmotiBit/0/EDA, Values: (4.5453667640686035, 4.542413234710693)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693,)
Address: /EmotiBit/0/EDA, Values: (4.554308891296387, 4.542413234710693)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693,)
Address: /EmotiBit/0/EDA, Values: (4.5453667640686035, 4.548354148864746, 4.542413234710693)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693,)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693, 4.542413234710693)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693,)
Address: /EmotiBit/0/EDA, Values: (4.542413234710693, 4.542413234710693, 4.539463996887207)
Address: /EmotiBit/0/EDA, Values: (4.539463996887207,)
Address: /EmotiBit/0/EDA, Values: (4.530579090118408, 4.539463996887207)
Address: /EmotiBit/0/EDA, Values: (4.533545970916748,)
Address: /EmotiBit/0/EDA, Values: (4.530579090118408, 4.533545970916748)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984,)
Address: /EmotiBit/0/EDA, Values: (4.530579090118408, 4.527645111083984)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984,)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984, 4.527645111083984)
Address: /EmotiBit/0/EDA, Values: (4.52471399307251,)
Address: /EmotiBit/0/EDA, Values: (4.527645111083984, 4.515888214111328)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758, 4.512971878051758)
Address: /EmotiBit/0/EDA, Values: (4.512971878051758,)
Address: /EmotiBit/0/EDA, Values: (4.501290798187256, 4.504220008850098)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172,)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172, 4.498394012451172)
Address: /EmotiBit/0/EDA, Values: (4.498394012451172,)
Address: /EmotiBit/0/EDA, Values: (4.492584228515625, 4.492584228515625)
Address: /EmotiBit/0/EDA, Values: (4.49550199508667,)
Address: /EmotiBit/0/EDA, Values: (4.49550199508667, 4.486789226531982)
Address: /EmotiBit/0/EDA, Values: (4.489698886871338, 4.489698886871338)
Address: /EmotiBit/0/EDA, Values: (4.492584228515625,)
Address: /EmotiBit/0/EDA, Values: (4.492584228515625, 4.486789226531982)
Address: /EmotiBit/0/EDA, Values: (4.489698886871338,)
Address: /EmotiBit/0/EDA, Values: (4.486789226531982, 4.486789226531982)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068,)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068,)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.478137016296387)
Address: /EmotiBit/0/EDA, Values: (4.478137016296387,)
Address: /EmotiBit/0/EDA, Values: (4.475271224975586, 4.478137016296387)
Address: /EmotiBit/0/EDA, Values: (4.469520092010498,)
Address: /EmotiBit/0/EDA, Values: (4.475271224975586, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.472379207611084,)
Address: /EmotiBit/0/EDA, Values: (4.472379207611084, 4.469520092010498)
Address: /EmotiBit/0/EDA, Values: (4.481037139892578,)
Address: /EmotiBit/0/EDA, Values: (4.478137016296387, 4.475271224975586)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068,)
Address: /EmotiBit/0/EDA, Values: (4.478137016296387, 4.481037139892578)
Address: /EmotiBit/0/EDA, Values: (4.478137016296387,)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.478137016296387)
Address: /EmotiBit/0/EDA, Values: (4.481037139892578, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068,)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.483911037445068)
Address: /EmotiBit/0/EDA, Values: (4.483911037445068, 4.483911037445068)
